,Country,ObjectId,Industry,Gas Type,Seasonal Adjustment,year,Q1,Q2,Q3,Q4
3480,Asia,332,Mining,Carbon dioxide,Seasonally Adjusted,2018,283.3044385,283.9342027,283.4781499,282.4033471
3481,Asia,332,Mining,Carbon dioxide,Seasonally Adjusted,2019,284.9740833,286.9538988,288.1507173,290.8332994
3482,Asia,332,Mining,Carbon dioxide,Seasonally Adjusted,2020,288.5814206,278.6775144,289.0363842,295.5830424
3483,Asia,332,Mining,Carbon dioxide,Seasonally Adjusted,2021,294.7834796,292.3679598,294.0768161,296.4210379
3484,Asia,332,Mining,Carbon dioxide,Seasonally Adjusted,2022,287.5205587,287.9426358,291.933753,292.5906278
3485,Asia,332,Mining,Carbon dioxide,Seasonally Adjusted,2023,297.4420271,303.4562478,306.4373041,309.257396
3486,Asia,332,Mining,Carbon dioxide,Seasonally Adjusted,2024,312.1954497,311.8205,313.6161865,314.5364429
3487,Asia,332,Mining,Carbon dioxide,Seasonally Adjusted,2025,315.0146131,,,
3488,Asia,333,Mining,Fluorinated gases,Not Seasonally Adjusted,2010,0.005802483,0.005914141,0.006279072,0.006375634
3489,Asia,333,Mining,Fluorinated gases,Not Seasonally Adjusted,2011,0.006315003,0.006491277,0.007315054,0.007979267
3490,Asia,333,Mining,Fluorinated gases,Not Seasonally Adjusted,2012,0.008440789,0.008712568,0.009088386,0.008759867
3491,Asia,333,Mining,Fluorinated gases,Not Seasonally Adjusted,2013,0.00830602,0.007962406,0.008161745,0.008380809
3492,Asia,333,Mining,Fluorinated gases,Not Seasonally Adjusted,2014,0.00860306,0.00826823,0.008850767,0.009364843
3493,Asia,333,Mining,Fluorinated gases,Not Seasonally Adjusted,2015,0.00982251,0.009766035,0.010450175,0.01070057
3494,Asia,333,Mining,Fluorinated gases,Not Seasonally Adjusted,2016,0.010870298,0.01054461,0.010951576,0.011031937
3495,Asia,333,Mining,Fluorinated gases,Not Seasonally Adjusted,2017,0.011113311,0.0109682,0.011176125,0.011526013
3496,Asia,333,Mining,Fluorinated gases,Not Seasonally Adjusted,2018,0.011547685,0.011231194,0.011638188,0.012399383
3497,Asia,333,Mining,Fluorinated gases,Not Seasonally Adjusted,2019,0.01226343,0.012501725,0.013397709,0.013930266
3498,Asia,333,Mining,Fluorinated gases,Not Seasonally Adjusted,2020,0.013891508,0.014379771,0.014251863,0.014941908
3499,Asia,333,Mining,Fluorinated gases,Not Seasonally Adjusted,2021,0.014721101,0.014550228,0.014497892,0.014632959
3500,Asia,333,Mining,Fluorinated gases,Not Seasonally Adjusted,2022,0.014839035,0.014595102,0.014992364,0.015395045
3501,Asia,333,Mining,Fluorinated gases,Not Seasonally Adjusted,2023,0.015197808,0.014945683,0.01519719,0.015566579
3502,Asia,333,Mining,Fluorinated gases,Not Seasonally Adjusted,2024,0.015133148,0.01519722,0.015704432,0.015853808
3503,Asia,333,Mining,Fluorinated gases,Not Seasonally Adjusted,2025,0.015812979,,,
3504,Asia,334,Mining,Fluorinated gases,Seasonally Adjusted,2010,0.005859148,0.00608389,0.006171159,0.006257133
3505,Asia,334,Mining,Fluorinated gases,Seasonally Adjusted,2011,0.006359551,0.006665727,0.007214695,0.007860627
3506,Asia,334,Mining,Fluorinated gases,Seasonally Adjusted,2012,0.008459546,0.008902882,0.008996019,0.008643163
3507,Asia,334,Mining,Fluorinated gases,Seasonally Adjusted,2013,0.008289632,0.00817636,0.008077645,0.008267343
3508,Asia,334,Mining,Fluorinated gases,Seasonally Adjusted,2014,0.008553123,0.008504328,0.008773442,0.009256007
3509,Asia,334,Mining,Fluorinated gases,Seasonally Adjusted,2015,0.009746404,0.010025981,0.010379565,0.010587341
3510,Asia,334,Mining,Fluorinated gases,Seasonally Adjusted,2016,0.010790964,0.010823842,0.010870669,0.010912945
3511,Asia,334,Mining,Fluorinated gases,Seasonally Adjusted,2017,0.011051142,0.011235837,0.011232501,0.01126417
3512,Asia,334,Mining,Fluorinated gases,Seasonally Adjusted,2018,0.011519474,0.011484878,0.011671567,0.012140531
3513,Asia,334,Mining,Fluorinated gases,Seasonally Adjusted,2019,0.012256259,0.012742047,0.013420178,0.013674645
3514,Asia,334,Mining,Fluorinated gases,Seasonally Adjusted,2020,0.013900549,0.014608422,0.014261864,0.014694215
3515,Asia,334,Mining,Fluorinated gases,Seasonally Adjusted,2021,0.014737943,0.014772759,0.014498947,0.014392531
3516,Asia,334,Mining,Fluorinated gases,Seasonally Adjusted,2022,0.01486517,0.01481057,0.014983128,0.015162677
3517,Asia,334,Mining,Fluorinated gases,Seasonally Adjusted,2023,0.015226837,0.015165423,0.015181938,0.015333062
3518,Asia,334,Mining,Fluorinated gases,Seasonally Adjusted,2024,0.015171428,0.01542232,0.01568104,0.015611483
3519,Asia,334,Mining,Fluorinated gases,Seasonally Adjusted,2025,0.015845583,,,
3520,Asia,335,Mining,Greenhouse gas,Not Seasonally Adjusted,2010,569.5694504,567.7159154,581.7752759,603.0307763
3521,Asia,335,Mining,Greenhouse gas,Not Seasonally Adjusted,2011,616.2162966,617.2653286,627.0148638,644.1248241
3522,Asia,335,Mining,Greenhouse gas,Not Seasonally Adjusted,2012,643.1149246,630.3430281,615.0487122,640.3179693
3523,Asia,335,Mining,Greenhouse gas,Not Seasonally Adjusted,2013,633.9227183,629.5958472,618.9429799,643.9169206
3524,Asia,335,Mining,Greenhouse gas,Not Seasonally Adjusted,2014,639.2874814,634.5993721,636.3370972,650.559367
3525,Asia,335,Mining,Greenhouse gas,Not Seasonally Adjusted,2015,642.1645429,624.6718495,625.2583072,646.7405575
3526,Asia,335,Mining,Greenhouse gas,Not Seasonally Adjusted,2016,626.1639342,629.5904863,627.6845677,653.5021772
3527,Asia,335,Mining,Greenhouse gas,Not Seasonally Adjusted,2017,642.1133512,625.1543735,636.1649423,657.511348
3528,Asia,335,Mining,Greenhouse gas,Not Seasonally Adjusted,2018,664.2210385,653.6020299,664.413118,676.0123953
3529,Asia,335,Mining,Greenhouse gas,Not Seasonally Adjusted,2019,676.8296546,660.0603141,668.9324376,686.6204893
3530,Asia,335,Mining,Greenhouse gas,Not Seasonally Adjusted,2020,662.3808931,623.7319394,661.6914194,687.5675226
3531,Asia,335,Mining,Greenhouse gas,Not Seasonally Adjusted,2021,679.4889243,658.6634454,676.3512152,708.3849944
3532,Asia,335,Mining,Greenhouse gas,Not Seasonally Adjusted,2022,699.7430999,693.8249193,717.3421555,727.6345541
3533,Asia,335,Mining,Greenhouse gas,Not Seasonally Adjusted,2023,734.6379628,723.6547868,743.4055937,756.0512401
3534,Asia,335,Mining,Greenhouse gas,Not Seasonally Adjusted,2024,763.2521754,748.9759172,760.6149339,781.248305
3535,Asia,335,Mining,Greenhouse gas,Not Seasonally Adjusted,2025,776.9185117,,,
3536,Asia,336,Mining,Greenhouse gas,Seasonally Adjusted,2010,560.9675962,574.9298406,593.3104951,592.8834862
3537,Asia,336,Mining,Greenhouse gas,Seasonally Adjusted,2011,609.2458272,625.1181139,634.6544344,635.6029376
3538,Asia,336,Mining,Greenhouse gas,Seasonally Adjusted,2012,637.029819,636.0442615,624.6791376,631.0714159
3539,Asia,336,Mining,Greenhouse gas,Seasonally Adjusted,2013,627.797195,638.3002895,628.1316041,632.1493775
3540,Asia,336,Mining,Greenhouse gas,Seasonally Adjusted,2014,634.9766601,644.3344352,642.4604197,639.0118028
3541,Asia,336,Mining,Greenhouse gas,Seasonally Adjusted,2015,637.8806876,632.9253795,633.2262923,634.8028976
3542,Asia,336,Mining,Greenhouse gas,Seasonally Adjusted,2016,626.4986364,635.6198521,633.3766578,641.446019
3543,Asia,336,Mining,Greenhouse gas,Seasonally Adjusted,2017,634.9573734,638.7800173,641.5450959,645.6615285
3544,Asia,336,Mining,Greenhouse gas,Seasonally Adjusted,2018,661.3543457,665.5491802,667.8979187,663.4471371
3545,Asia,336,Mining,Greenhouse gas,Seasonally Adjusted,2019,672.136376,676.1667604,673.184392,670.9553672
3546,Asia,336,Mining,Greenhouse gas,Seasonally Adjusted,2020,660.8300604,637.5715585,663.151262,673.8188934
3547,Asia,336,Mining,Greenhouse gas,Seasonally Adjusted,2021,674.2901388,674.0965528,678.5195758,695.9823119
3548,Asia,336,Mining,Greenhouse gas,Seasonally Adjusted,2022,695.9561092,706.8149246,718.0661723,717.7075226
3549,Asia,336,Mining,Greenhouse gas,Seasonally Adjusted,2023,725.9490677,738.2310846,744.8309295,748.7385015
3550,Asia,336,Mining,Greenhouse gas,Seasonally Adjusted,2024,759.2116447,760.0114147,762.5883506,770.6953448
3551,Asia,336,Mining,Greenhouse gas,Seasonally Adjusted,2025,773.2012257,,,
3552,Asia,337,Mining,Methane,Not Seasonally Adjusted,2010,313.4273796,308.9948627,318.1573727,336.7205682
3553,Asia,337,Mining,Methane,Not Seasonally Adjusted,2011,346.4743901,346.8408002,354.4796967,368.1058269
3554,Asia,337,Mining,Methane,Not Seasonally Adjusted,2012,365.5033622,354.139477,338.2519592,359.8169887
3555,Asia,337,Mining,Methane,Not Seasonally Adjusted,2013,353.1394235,347.8090013,335.7102689,357.9363149
3556,Asia,337,Mining,Methane,Not Seasonally Adjusted,2014,352.7219273,348.6425352,347.2470203,359.6377527
3557,Asia,337,Mining,Methane,Not Seasonally Adjusted,2015,351.3356318,339.207991,340.6039633,362.1763202
3558,Asia,337,Mining,Methane,Not Seasonally Adjusted,2016,347.1224446,353.6991907,347.9843093,372.2479611
3559,Asia,337,Mining,Methane,Not Seasonally Adjusted,2017,365.4875406,353.7576261,357.1012979,378.3626616
3560,Asia,337,Mining,Methane,Not Seasonally Adjusted,2018,379.6529187,373.6873152,378.5846062,391.2603013
3561,Asia,337,Mining,Methane,Not Seasonally Adjusted,2019,390.6723032,377.2677745,378.4385036,393.250591
3562,Asia,337,Mining,Methane,Not Seasonally Adjusted,2020,372.5463251,349.251993,370.3654639,389.4346261
3563,Asia,337,Mining,Methane,Not Seasonally Adjusted,2021,383.1390709,370.7353349,379.8946741,409.5327252
3564,Asia,337,Mining,Methane,Not Seasonally Adjusted,2022,410.2831969,410.4818168,422.9402996,432.9056093
3565,Asia,337,Mining,Methane,Not Seasonally Adjusted,2023,434.9295064,425.0015065,434.3855537,444.820576
3566,Asia,337,Mining,Methane,Not Seasonally Adjusted,2024,448.6161398,441.9811536,444.280535,464.8606016
3567,Asia,337,Mining,Methane,Not Seasonally Adjusted,2025,461.6822975,,,
3568,Asia,338,Mining,Methane,Seasonally Adjusted,2010,305.694523,315.0902979,328.8624399,327.6529226
3569,Asia,338,Mining,Methane,Seasonally Adjusted,2011,340.4607408,353.4611334,361.3307989,360.6480407
3570,Asia,338,Mining,Methane,Seasonally Adjusted,2012,360.3593029,358.4840042,347.1263304,351.7421497
3571,Asia,338,Mining,Methane,Seasonally Adjusted,2013,347.766849,355.0634541,344.4071364,347.3575692
3572,Asia,338,Mining,Methane,Seasonally Adjusted,2014,349.0630524,356.7332941,353.0039224,349.4489667
3573,Asia,338,Mining,Methane,Seasonally Adjusted,2015,347.779946,345.6534735,348.1919853,351.6985016
3574,Asia,338,Mining,Methane,Seasonally Adjusted,2016,348.2347882,357.7713621,353.3023625,361.7453929
3575,Asia,338,Mining,Methane,Seasonally Adjusted,2017,359.1957466,362.8942505,364.4925175,368.1266118
3576,Asia,338,Mining,Methane,Seasonally Adjusted,2018,377.5540051,381.1274605,383.9368288,380.566847
3577,Asia,338,Mining,Methane,Seasonally Adjusted,2019,386.6957845,388.7343705,384.5572823,379.641735
3578,Asia,338,Mining,Methane,Seasonally Adjusted,2020,371.7896604,358.4308052,373.6325607,377.7453818
3579,Asia,338,Mining,Methane,Seasonally Adjusted,2021,379.0193868,381.2403911,383.9620626,399.0799645
3580,Asia,338,Mining,Methane,Seasonally Adjusted,2022,407.9491768,418.3843026,425.650105,424.6273382
3581,Asia,338,Mining,Methane,Seasonally Adjusted,2023,428.0154415,434.2730663,437.8815537,438.967081
3582,Asia,338,Mining,Methane,Seasonally Adjusted,2024,446.4934563,447.6625637,448.4431879,455.6213668
3583,Asia,338,Mining,Methane,Seasonally Adjusted,2025,457.643185,,,
3584,Asia,339,Mining,Nitrous oxide,Not Seasonally Adjusted,2010,0.454844317,0.470059767,0.488891042,0.484331001
3585,Asia,339,Mining,Nitrous oxide,Not Seasonally Adjusted,2011,0.515054051,0.493394961,0.476608099,0.469241571
3586,Asia,339,Mining,Nitrous oxide,Not Seasonally Adjusted,2012,0.513927156,0.503766021,0.496181939,0.497268309
3587,Asia,339,Mining,Nitrous oxide,Not Seasonally Adjusted,2013,0.520766423,0.501278189,0.497249161,0.498769927
3588,Asia,339,Mining,Nitrous oxide,Not Seasonally Adjusted,2014,0.531211827,0.515327936,0.502364346,0.486946147
3589,Asia,339,Mining,Nitrous oxide,Not Seasonally Adjusted,2015,0.495013192,0.525846775,0.510943516,0.496704804
3590,Asia,339,Mining,Nitrous oxide,Not Seasonally Adjusted,2016,0.509275906,0.501114003,0.483373677,0.482128637
3591,Asia,339,Mining,Nitrous oxide,Not Seasonally Adjusted,2017,0.494873746,0.491732858,0.485310109,0.467912718
3592,Asia,339,Mining,Nitrous oxide,Not Seasonally Adjusted,2018,0.492865126,0.480644651,0.469982227,0.452993529
3593,Asia,339,Mining,Nitrous oxide,Not Seasonally Adjusted,2019,0.461063048,0.472352584,0.462110723,0.454104927
3594,Asia,339,Mining,Nitrous oxide,Not Seasonally Adjusted,2020,0.450960952,0.456902329,0.465862904,0.463813415
3595,Asia,339,Mining,Nitrous oxide,Not Seasonally Adjusted,2021,0.480869029,0.480918199,0.463144747,0.454146702
3596,Asia,339,Mining,Nitrous oxide,Not Seasonally Adjusted,2022,0.480130749,0.481175632,0.464450544,0.46065239
3597,Asia,339,Mining,Nitrous oxide,Not Seasonally Adjusted,2023,0.486401261,0.493400793,0.49402416,0.484732264
3598,Asia,339,Mining,Nitrous oxide,Not Seasonally Adjusted,2024,0.518995113,0.52017661,0.509410633,0.508436402
3599,Asia,339,Mining,Nitrous oxide,Not Seasonally Adjusted,2025,0.537601208,,,
3600,Asia,340,Mining,Nitrous oxide,Seasonally Adjusted,2010,0.434169415,0.469875373,0.496797702,0.497283638
3601,Asia,340,Mining,Nitrous oxide,Seasonally Adjusted,2011,0.495968741,0.491837534,0.483555717,0.482936691
3602,Asia,340,Mining,Nitrous oxide,Seasonally Adjusted,2012,0.498435992,0.500859135,0.503339758,0.50850854
3603,Asia,340,Mining,Nitrous oxide,Seasonally Adjusted,2013,0.502070964,0.502380415,0.505966737,0.507645583
3604,Asia,340,Mining,Nitrous oxide,Seasonally Adjusted,2014,0.514725517,0.515326975,0.509548032,0.496249733
3605,Asia,340,Mining,Nitrous oxide,Seasonally Adjusted,2015,0.479613434,0.52476621,0.51906014,0.505068502
3606,Asia,340,Mining,Nitrous oxide,Seasonally Adjusted,2016,0.496099593,0.500298805,0.487324588,0.492169236
3607,Asia,340,Mining,Nitrous oxide,Seasonally Adjusted,2017,0.484319212,0.488273296,0.487429904,0.479807019
3608,Asia,340,Mining,Nitrous oxide,Seasonally Adjusted,2018,0.484382577,0.476032069,0.471268349,0.464802538
3609,Asia,340,Mining,Nitrous oxide,Seasonally Adjusted,2019,0.454251852,0.465749033,0.462972287,0.46665811
3610,Asia,340,Mining,Nitrous oxide,Seasonally Adjusted,2020,0.445078914,0.448630444,0.468055288,0.475774954
3611,Asia,340,Mining,Nitrous oxide,Seasonally Adjusted,2021,0.472534454,0.473429181,0.466198078,0.466916964
3612,Asia,340,Mining,Nitrous oxide,Seasonally Adjusted,2022,0.471508592,0.473175688,0.467331212,0.474393824
3613,Asia,340,Mining,Nitrous oxide,Seasonally Adjusted,2023,0.476372218,0.486605073,0.496889725,0.498691463
3614,Asia,340,Mining,Nitrous oxide,Seasonally Adjusted,2024,0.507567233,0.512928803,0.513295149,0.521923609
3615,Asia,340,Mining,Nitrous oxide,Seasonally Adjusted,2025,0.527582105,,,
3616,Asia,341,Other Services Industries,Carbon dioxide,Not Seasonally Adjusted,2010,96.93724202,92.37358821,96.98437316,99.4096501
3617,Asia,341,Other Services Industries,Carbon dioxide,Not Seasonally Adjusted,2011,101.1454181,89.43466752,91.97781947,95.22950213
3618,Asia,341,Other Services Industries,Carbon dioxide,Not Seasonally Adjusted,2012,96.7803851,91.89956475,91.7874936,97.77787613
3619,Asia,341,Other Services Industries,Carbon dioxide,Not Seasonally Adjusted,2013,99.9119727,97.29282054,97.63077134,101.6267485
3620,Asia,341,Other Services Industries,Carbon dioxide,Not Seasonally Adjusted,2014,101.6588598,95.69411269,97.87737348,103.2362724
3621,Asia,341,Other Services Industries,Carbon dioxide,Not Seasonally Adjusted,2015,106.9025893,101.2508823,104.4697305,108.5559439
3622,Asia,341,Other Services Industries,Carbon dioxide,Not Seasonally Adjusted,2016,107.9029329,99.00689149,105.1174659,110.3866335
3623,Asia,341,Other Services Industries,Carbon dioxide,Not Seasonally Adjusted,2017,112.3373034,101.1826055,107.187552,108.2338541
3624,Asia,341,Other Services Industries,Carbon dioxide,Not Seasonally Adjusted,2018,111.3759932,100.9619478,104.8486813,103.509258
3625,Asia,341,Other Services Industries,Carbon dioxide,Not Seasonally Adjusted,2019,102.652169,90.374834,95.08589454,99.87167267
3626,Asia,341,Other Services Industries,Carbon dioxide,Not Seasonally Adjusted,2020,95.51166167,86.12735855,93.36889807,99.96298466
3627,Asia,341,Other Services Industries,Carbon dioxide,Not Seasonally Adjusted,2021,97.86573954,85.79414515,88.22559769,93.50716156
3628,Asia,341,Other Services Industries,Carbon dioxide,Not Seasonally Adjusted,2022,96.91381556,84.52530597,94.05249697,96.64934354
3629,Asia,341,Other Services Industries,Carbon dioxide,Not Seasonally Adjusted,2023,98.61445206,88.77638664,96.88663664,99.43124813
3630,Asia,341,Other Services Industries,Carbon dioxide,Not Seasonally Adjusted,2024,103.5048636,88.54674542,97.97971182,100.852895
3631,Asia,341,Other Services Industries,Carbon dioxide,Not Seasonally Adjusted,2025,100.42254,,,
3632,Asia,342,Other Services Industries,Carbon dioxide,Seasonally Adjusted,2010,92.15394147,96.42688166,100.2790283,96.84500202
3633,Asia,342,Other Services Industries,Carbon dioxide,Seasonally Adjusted,2011,96.27762065,93.26222398,95.06628644,93.18127617
3634,Asia,342,Other Services Industries,Carbon dioxide,Seasonally Adjusted,2012,93.89847859,94.25546183,93.68818517,96.403194
3635,Asia,342,Other Services Industries,Carbon dioxide,Seasonally Adjusted,2013,97.27677135,101.7869013,98.48448091,98.91415957
3636,Asia,342,Other Services Industries,Carbon dioxide,Seasonally Adjusted,2014,97.69764386,99.63771599,100.2322235,100.8990351
3637,Asia,342,Other Services Industries,Carbon dioxide,Seasonally Adjusted,2015,103.5126354,105.2299547,106.5906227,105.8459331
3638,Asia,342,Other Services Industries,Carbon dioxide,Seasonally Adjusted,2016,104.5497334,103.4457869,108.0199988,106.3984047
3639,Asia,342,Other Services Industries,Carbon dioxide,Seasonally Adjusted,2017,106.5916179,105.6727463,111.4101518,105.2667989
3640,Asia,342,Other Services Industries,Carbon dioxide,Seasonally Adjusted,2018,108.1108325,107.2326134,104.0200185,101.3324159
3641,Asia,342,Other Services Industries,Carbon dioxide,Seasonally Adjusted,2019,99.0487944,96.35018805,96.66551805,95.92006971
3642,Asia,342,Other Services Industries,Carbon dioxide,Seasonally Adjusted,2020,90.53308339,91.23584798,98.58346854,94.61850304
3643,Asia,342,Other Services Industries,Carbon dioxide,Seasonally Adjusted,2021,92.4358787,91.49788184,91.59282404,89.86605937
3644,Asia,342,Other Services Industries,Carbon dioxide,Seasonally Adjusted,2022,92.81101367,90.60446638,94.82431583,93.90116614
3645,Asia,342,Other Services Industries,Carbon dioxide,Seasonally Adjusted,2023,93.6474317,97.50866208,96.42261269,96.13001699
3646,Asia,342,Other Services Industries,Carbon dioxide,Seasonally Adjusted,2024,98.13993746,95.76698016,110.8581901,96.57821854
3647,Asia,342,Other Services Industries,Carbon dioxide,Seasonally Adjusted,2025,94.5960087,,,
3648,Asia,343,Other Services Industries,Fluorinated gases,Not Seasonally Adjusted,2010,3.467919381,3.71011016,3.868818693,3.973207296
3649,Asia,343,Other Services Industries,Fluorinated gases,Not Seasonally Adjusted,2011,4.104115931,4.306421422,4.423250272,4.469394341
3650,Asia,343,Other Services Industries,Fluorinated gases,Not Seasonally Adjusted,2012,4.605707113,4.735872871,4.870851689,4.925751668
3651,Asia,343,Other Services Industries,Fluorinated gases,Not Seasonally Adjusted,2013,5.133301835,5.370399841,5.592012135,5.69275115
3652,Asia,343,Other Services Industries,Fluorinated gases,Not Seasonally Adjusted,2014,5.990323007,6.169273003,6.357468395,6.444331788
3653,Asia,343,Other Services Industries,Fluorinated gases,Not Seasonally Adjusted,2015,6.713753687,6.907870189,7.124439135,7.253175449
3654,Asia,343,Other Services Industries,Fluorinated gases,Not Seasonally Adjusted,2016,7.576366575,7.774441705,8.015726614,8.109976092
3655,Asia,343,Other Services Industries,Fluorinated gases,Not Seasonally Adjusted,2017,8.395196846,8.633345658,8.867192343,8.977972793
3656,Asia,343,Other Services Industries,Fluorinated gases,Not Seasonally Adjusted,2018,9.203188472,9.427841609,9.636652489,9.791521535
3657,Asia,343,Other Services Industries,Fluorinated gases,Not Seasonally Adjusted,2019,9.965031488,10.33124227,10.62212057,10.75226329
3658,Asia,343,Other Services Industries,Fluorinated gases,Not Seasonally Adjusted,2020,10.79941363,11.11526748,11.40589498,11.52100374
3659,Asia,343,Other Services Industries,Fluorinated gases,Not Seasonally Adjusted,2021,11.62565408,11.92113012,12.09767227,12.14987365
3660,Asia,343,Other Services Industries,Fluorinated gases,Not Seasonally Adjusted,2022,12.34045435,12.62670137,12.82703746,12.89961041
3661,Asia,343,Other Services Industries,Fluorinated gases,Not Seasonally Adjusted,2023,13.08127821,13.31103729,13.5217409,13.65416014
3662,Asia,343,Other Services Industries,Fluorinated gases,Not Seasonally Adjusted,2024,13.77286763,14.11928456,14.3659323,14.42450018
3663,Asia,343,Other Services Industries,Fluorinated gases,Not Seasonally Adjusted,2025,14.59570033,,,
3664,Asia,344,Other Services Industries,Fluorinated gases,Seasonally Adjusted,2010,3.488477553,3.68721692,3.831847315,4.012513742
3665,Asia,344,Other Services Industries,Fluorinated gases,Seasonally Adjusted,2011,4.120906832,4.279914777,4.382511647,4.519848709
3666,Asia,344,Other Services Industries,Fluorinated gases,Seasonally Adjusted,2012,4.617736477,4.709740759,4.843794386,4.96691172
3667,Asia,344,Other Services Industries,Fluorinated gases,Seasonally Adjusted,2013,5.143824521,5.34861084,5.553635297,5.742394301
3668,Asia,344,Other Services Industries,Fluorinated gases,Seasonally Adjusted,2014,5.998308708,6.149684741,6.316515286,6.496887458
3669,Asia,344,Other Services Industries,Fluorinated gases,Seasonally Adjusted,2015,6.724225096,6.889478279,7.08020747,7.305327616
3670,Asia,344,Other Services Industries,Fluorinated gases,Seasonally Adjusted,2016,7.594987937,7.752471244,7.959624071,8.169427734
3671,Asia,344,Other Services Industries,Fluorinated gases,Seasonally Adjusted,2017,8.412560701,8.61075071,8.832247327,9.018148902
3672,Asia,344,Other Services Industries,Fluorinated gases,Seasonally Adjusted,2018,9.241826962,9.404165236,9.594624515,9.818587392
3673,Asia,344,Other Services Industries,Fluorinated gases,Seasonally Adjusted,2019,10.03018684,10.30249865,10.55926908,10.77870305
3674,Asia,344,Other Services Industries,Fluorinated gases,Seasonally Adjusted,2020,10.87002362,11.0835664,11.338686,11.54930383
3675,Asia,344,Other Services Industries,Fluorinated gases,Seasonally Adjusted,2021,11.69661683,11.89180129,12.02810347,12.17780853
3676,Asia,344,Other Services Industries,Fluorinated gases,Seasonally Adjusted,2022,12.40861755,12.59383177,12.75163682,12.93971745
3677,Asia,344,Other Services Industries,Fluorinated gases,Seasonally Adjusted,2023,13.13668257,13.27430211,13.46367348,13.69355838
3678,Asia,344,Other Services Industries,Fluorinated gases,Seasonally Adjusted,2024,13.84284679,14.08168235,14.29641062,14.45075622
3679,Asia,344,Other Services Industries,Fluorinated gases,Seasonally Adjusted,2025,14.66688192,,,
3680,Asia,345,Other Services Industries,Greenhouse gas,Not Seasonally Adjusted,2010,107.493696,99.94089722,104.1838234,109.0762698
3681,Asia,345,Other Services Industries,Greenhouse gas,Not Seasonally Adjusted,2011,112.4674419,97.36107373,99.67277372,105.0778884
3682,Asia,345,Other Services Industries,Greenhouse gas,Not Seasonally Adjusted,2012,108.2639144,100.0985805,99.91362623,108.3745291
3683,Asia,345,Other Services Industries,Greenhouse gas,Not Seasonally Adjusted,2013,111.5588115,106.2795332,106.4676686,112.9571247
3684,Asia,345,Other Services Industries,Greenhouse gas,Not Seasonally Adjusted,2014,114.2583648,105.4219923,107.5379352,115.3116383
3685,Asia,345,Other Services Industries,Greenhouse gas,Not Seasonally Adjusted,2015,120.0929004,111.6723148,114.7094955,121.1823962
3686,Asia,345,Other Services Industries,Greenhouse gas,Not Seasonally Adjusted,2016,121.8967588,110.0807284,116.1804078,123.7265926
3687,Asia,345,Other Services Industries,Greenhouse gas,Not Seasonally Adjusted,2017,126.9812008,113.1388921,119.1361947,122.443824
3688,Asia,345,Other Services Industries,Greenhouse gas,Not Seasonally Adjusted,2018,126.5851175,113.657877,117.5118138,118.2196691
3689,Asia,345,Other Services Industries,Greenhouse gas,Not Seasonally Adjusted,2019,118.3154963,103.8994609,108.6403259,115.3504706
3690,Asia,345,Other Services Industries,Greenhouse gas,Not Seasonally Adjusted,2020,111.652998,100.3720298,107.6947155,116.3493198
3691,Asia,345,Other Services Industries,Greenhouse gas,Not Seasonally Adjusted,2021,114.8776994,100.8459314,103.1778155,110.2592537
3692,Asia,345,Other Services Industries,Greenhouse gas,Not Seasonally Adjusted,2022,114.5046139,100.2239378,109.735252,114.0920834
3693,Asia,345,Other Services Industries,Greenhouse gas,Not Seasonally Adjusted,2023,116.9286336,105.2223006,113.3079905,117.8130124
3694,Asia,345,Other Services Industries,Greenhouse gas,Not Seasonally Adjusted,2024,122.9067833,105.753068,115.2834422,119.9442627
3695,Asia,345,Other Services Industries,Greenhouse gas,Not Seasonally Adjusted,2025,120.6806388,,,
3696,Asia,346,Other Services Industries,Greenhouse gas,Seasonally Adjusted,2010,100.5133862,105.4803328,109.0489488,105.6520187
3697,Asia,346,Other Services Industries,Greenhouse gas,Seasonally Adjusted,2011,105.2707806,102.1900025,104.7188024,102.3995922
3698,Asia,346,Other Services Industries,Greenhouse gas,Seasonally Adjusted,2012,103.5361976,103.2750216,103.4452125,106.3942186
3699,Asia,346,Other Services Industries,Greenhouse gas,Seasonally Adjusted,2013,107.1278696,111.9968083,108.7089548,109.4295053
3700,Asia,346,Other Services Industries,Greenhouse gas,Seasonally Adjusted,2014,108.4781453,110.3280076,111.4995468,112.2242309
3701,Asia,346,Other Services Industries,Greenhouse gas,Seasonally Adjusted,2015,114.7997525,116.9246277,118.2938921,117.6388347
3702,Asia,346,Other Services Industries,Greenhouse gas,Seasonally Adjusted,2016,116.8035387,115.5595087,120.3560358,119.1654043
3703,Asia,346,Other Services Industries,Greenhouse gas,Seasonally Adjusted,2017,119.5908929,118.669482,124.7522425,118.6874942
3704,Asia,346,Other Services Industries,Greenhouse gas,Seasonally Adjusted,2018,121.7000712,120.7892254,118.1476195,115.3375612
3705,Asia,346,Other Services Industries,Greenhouse gas,Seasonally Adjusted,2019,113.2927191,110.8128793,111.3525469,110.7476084
3706,Asia,346,Other Services Industries,Greenhouse gas,Seasonally Adjusted,2020,105.338059,106.4166099,114.0658027,110.2485913
3707,Asia,346,Other Services Industries,Greenhouse gas,Seasonally Adjusted,2021,108.1428213,107.4860762,107.4964822,106.0353204
3708,Asia,346,Other Services Industries,Greenhouse gas,Seasonally Adjusted,2022,109.1670466,107.10246,111.5105344,110.7758461
